id,sentiment
712,neutral
713,neutral
714,neutral
715,happiness
716,neutral
717,happiness
718,neutral
719,neutral
720,happiness
721,worry
722,neutral
723,happiness
724,neutral
725,neutral
726,happiness
727,worry
728,neutral
729,happiness
730,neutral
731,neutral
732,neutral
733,worry
734,worry
735,happiness
736,neutral
737,neutral
738,happiness
739,worry
740,neutral
741,happiness
742,neutral
743,happiness
744,happiness
745,worry
746,happiness
747,neutral
748,happiness
749,love
750,neutral
751,neutral
752,love
753,love
754,sadness
755,neutral
756,neutral
757,happiness
758,neutral
759,happiness
760,neutral
761,neutral
762,happiness
763,happiness
764,love
765,happiness
766,love
767,love
768,happiness
769,neutral
770,neutral
771,neutral
772,happiness
773,worry
774,happiness
775,neutral
776,neutral
777,neutral
778,neutral
779,happiness
780,happiness
781,neutral
782,neutral
783,happiness
784,neutral
785,worry
786,happiness
787,neutral
788,happiness
789,neutral
790,happiness
791,neutral
792,neutral
793,love
794,neutral
795,neutral
796,neutral
797,happiness
798,happiness
799,neutral
800,happiness
801,neutral
802,happiness
803,worry
804,happiness
805,happiness
806,happiness
807,worry
808,neutral
809,happiness
810,neutral
811,happiness
812,love
813,happiness
814,happiness
815,happiness
816,worry
817,happiness
818,happiness
819,happiness
820,neutral
821,neutral
822,happiness
823,happiness
824,happiness
825,happiness
826,sadness
827,happiness
828,worry
829,worry
830,happiness
831,neutral
832,worry
833,love
834,happiness
835,happiness
836,worry
837,neutral
838,happiness
839,happiness
840,happiness
841,neutral
842,neutral
843,worry
844,happiness
845,happiness
846,love
847,love
848,happiness
849,neutral
850,neutral
851,happiness
852,neutral
853,love
854,happiness
855,happiness
856,neutral
857,worry
858,worry
859,worry
860,happiness
861,happiness
862,neutral
863,neutral
864,love
865,happiness
866,happiness
867,neutral
868,neutral
869,worry
870,neutral
871,neutral
872,love
873,neutral
874,neutral
875,neutral
876,happiness
877,neutral
878,happiness
879,happiness
880,neutral
881,worry
882,neutral
883,happiness
884,happiness
885,happiness
886,neutral
887,neutral
888,neutral
889,happiness
890,love
891,neutral
892,worry
893,love
894,happiness
895,neutral
896,happiness
897,neutral
898,worry
899,happiness
900,love
901,worry
902,neutral
903,neutral
904,love
905,worry
906,love
907,worry
908,neutral
909,happiness
910,neutral
911,neutral
912,happiness
913,worry
914,worry
915,happiness
916,love
917,worry
918,happiness
919,neutral
920,love
921,happiness
922,love
923,worry
924,happiness
925,happiness
926,happiness
927,happiness
928,happiness
929,happiness
930,neutral
931,happiness
932,happiness
933,neutral
934,happiness
935,neutral
936,happiness
937,neutral
938,neutral
939,happiness
940,neutral
941,neutral
942,neutral
943,worry
944,neutral
945,worry
946,neutral
947,happiness
948,love
949,neutral
950,happiness
951,happiness
952,happiness
953,neutral
954,love
955,neutral
956,happiness
957,worry
958,neutral
959,happiness
960,happiness
961,neutral
962,happiness
963,neutral
964,love
965,neutral
966,happiness
967,neutral
968,neutral
969,worry
970,neutral
971,neutral
972,happiness
973,love
974,happiness
975,worry
976,neutral
977,worry
978,love
979,neutral
980,worry
981,happiness
982,worry
983,worry
984,happiness
985,worry
986,neutral
987,love
988,neutral
989,neutral
990,happiness
991,happiness
992,happiness
993,neutral
994,love
995,happiness
996,neutral
997,worry
998,neutral
999,love
1000,neutral
1001,love
1002,happiness
1003,happiness
1004,happiness
1005,worry
1006,worry
1007,worry
1008,neutral
1009,happiness
1010,happiness
1011,happiness
1012,worry
1013,happiness
1014,happiness
1015,happiness
1016,happiness
1017,worry
1018,happiness
1019,neutral
1020,neutral
1021,neutral
1022,neutral
1023,worry
1024,worry
1025,happiness
1026,happiness
1027,happiness
1028,sadness
1029,happiness
1030,happiness
1031,happiness
1032,neutral
1033,neutral
1034,happiness
1035,happiness
1036,happiness
1037,happiness
1038,happiness
1039,worry
1040,love
1041,happiness
1042,neutral
1043,neutral
1044,happiness
1045,happiness
1046,love
1047,happiness
1048,love
1049,love
1050,worry
1051,neutral
1052,worry
1053,happiness
1054,neutral
1055,neutral
1056,worry
1057,neutral
1058,worry
1059,worry
1060,happiness
1061,worry
1062,worry
1063,neutral
1064,worry
1065,worry
1066,happiness
1067,happiness
1068,neutral
1069,happiness
1070,happiness
1071,neutral
1072,happiness
1073,neutral
1074,neutral
1075,worry
1076,happiness
1077,happiness
1078,neutral
1079,happiness
1080,happiness
1081,worry
1082,happiness
1083,neutral
1084,happiness
1085,happiness
1086,happiness
1087,worry
1088,worry
1089,neutral
1090,neutral
1091,happiness
1092,worry
1093,worry
1094,worry
1095,worry
1096,happiness
1097,neutral
1098,neutral
1099,neutral
1100,neutral
1101,worry
1102,happiness
1103,neutral
1104,happiness
1105,happiness
1106,happiness
1107,happiness
1108,worry
1109,happiness
1110,neutral
1111,neutral
1112,neutral
1113,happiness
1114,happiness
1115,love
1116,happiness
1117,happiness
1118,happiness
1119,happiness
1120,neutral
1121,love
1122,neutral
1123,worry
1124,happiness
1125,happiness
1126,worry
1127,happiness
1128,neutral
1129,worry
1130,neutral
1131,happiness
1132,love
1133,neutral
1134,worry
1135,neutral
1136,neutral
1137,love
1138,happiness
1139,happiness
1140,worry
1141,worry
1142,happiness
1143,love
1144,happiness
1145,happiness
1146,love
1147,love
1148,happiness
1149,happiness
1150,neutral
1151,love
1152,happiness
1153,neutral
1154,happiness
1155,happiness
1156,neutral
1157,neutral
1158,neutral
1159,worry
1160,happiness
1161,worry
1162,worry
1163,love
1164,happiness
1165,happiness
1166,worry
1167,happiness
1168,neutral
1169,happiness
1170,happiness
1171,worry
1172,neutral
1173,worry
1174,neutral
1175,happiness
1176,neutral
1177,happiness
1178,worry
1179,neutral
1180,worry
1181,worry
1182,neutral
1183,worry
1184,happiness
1185,worry
1186,neutral
1187,happiness
1188,neutral
1189,neutral
1190,neutral
1191,happiness
1192,worry
1193,happiness
1194,happiness
1195,happiness
1196,love
1197,love
1198,neutral
1199,happiness
1200,neutral
1201,happiness
1202,neutral
1203,love
1204,love
1205,worry
1206,neutral
1207,happiness
1208,worry
1209,neutral
1210,neutral
1211,neutral
1212,neutral
1213,neutral
1214,love
1215,neutral
1216,neutral
1217,neutral
1218,neutral
1219,happiness
1220,worry
1221,neutral
1222,worry
1223,neutral
1224,love
1225,happiness
1226,worry
1227,neutral
1228,neutral
1229,neutral
1230,neutral
1231,happiness
1232,worry
1233,neutral
1234,happiness
1235,worry
1236,neutral
1237,happiness
1238,love
1239,happiness
1240,happiness
1241,happiness
1242,happiness
1243,happiness
1244,neutral
1245,worry
1246,neutral
1247,neutral
1248,happiness
1249,happiness
1250,sadness
1251,neutral
1252,worry
1253,happiness
1254,neutral
1255,neutral
1256,neutral
1257,neutral
1258,worry
1259,happiness
1260,happiness
1261,neutral
1262,happiness
1263,sadness
1264,neutral
1265,happiness
1266,worry
1267,worry
1268,happiness
1269,happiness
1270,neutral
1271,happiness
1272,happiness
1273,worry
1274,love
1275,happiness
1276,happiness
1277,worry
1278,worry
1279,neutral
1280,happiness
1281,worry
1282,worry
1283,worry
1284,worry
1285,love
1286,neutral
1287,happiness
1288,neutral
1289,worry
1290,love
1291,neutral
1292,worry
1293,worry
1294,neutral
1295,neutral
1296,happiness
1297,love
1298,worry
1299,neutral
1300,worry
1301,happiness
1302,neutral
1303,neutral
1304,happiness
1305,neutral
1306,love
1307,neutral
1308,happiness
1309,neutral
1310,neutral
1311,love
1312,love
1313,neutral
1314,happiness
1315,neutral
1316,neutral
1317,worry
1318,neutral
1319,happiness
1320,happiness
1321,worry
1322,neutral
1323,love
1324,worry
1325,happiness
1326,love
1327,neutral
1328,happiness
1329,happiness
1330,neutral
1331,happiness
1332,happiness
1333,neutral
1334,happiness
1335,neutral
1336,happiness
1337,happiness
1338,neutral
1339,happiness
1340,happiness
1341,neutral
1342,sadness
1343,neutral
1344,happiness
1345,worry
1346,neutral
1347,happiness
1348,happiness
1349,love
1350,worry
1351,happiness
1352,neutral
1353,love
1354,happiness
1355,worry
1356,worry
1357,neutral
1358,worry
1359,neutral
1360,happiness
1361,worry
1362,worry
1363,neutral
1364,neutral
1365,happiness
1366,happiness
1367,love
1368,neutral
1369,happiness
1370,happiness
1371,love
1372,worry
1373,happiness
1374,happiness
1375,love
1376,neutral
1377,neutral
1378,worry
1379,happiness
1380,happiness
1381,love
1382,neutral
1383,neutral
1384,worry
1385,happiness
1386,neutral
1387,happiness
1388,happiness
1389,worry
1390,happiness
1391,neutral
1392,worry
1393,neutral
1394,happiness
1395,neutral
1396,worry
1397,worry
1398,neutral
1399,happiness
1400,neutral
1401,worry
1402,happiness
1403,neutral
1404,neutral
1405,worry
1406,happiness
1407,worry
1408,neutral
1409,love
1410,happiness
1411,neutral
1412,neutral
1413,neutral
1414,neutral
1415,neutral
1416,neutral
1417,neutral
1418,neutral
1419,happiness
1420,happiness
1421,worry
1422,neutral
1423,neutral
1424,happiness
1425,neutral
1426,love
1427,neutral
1428,neutral
1429,worry
1430,love
1431,worry
1432,worry
1433,happiness
1434,happiness
1435,worry
1436,neutral
1437,love
1438,worry
1439,happiness
1440,happiness
1441,happiness
1442,worry
1443,happiness
1444,happiness
1445,worry
1446,happiness
1447,happiness
1448,neutral
1449,neutral
1450,worry
1451,neutral
1452,worry
1453,happiness
1454,happiness
1455,love
1456,sadness
1457,neutral
1458,worry
1459,love
1460,worry
1461,neutral
1462,neutral
1463,happiness
1464,neutral
1465,love
1466,love
1467,worry
1468,neutral
1469,happiness
1470,happiness
1471,happiness
1472,neutral
1473,neutral
1474,happiness
1475,worry
1476,neutral
1477,love
1478,love
1479,worry
1480,happiness
1481,neutral
1482,happiness
1483,happiness
1484,happiness
1485,happiness
1486,worry
1487,happiness
1488,happiness
1489,happiness
1490,neutral
1491,neutral
1492,happiness
1493,happiness
1494,happiness
1495,happiness
1496,worry
1497,happiness
1498,worry
1499,worry
1500,neutral
1501,worry
1502,worry
1503,happiness
1504,worry
1505,neutral
1506,neutral
1507,worry
1508,happiness
1509,happiness
1510,neutral
1511,happiness
1512,worry
1513,worry
1514,happiness
1515,happiness
1516,neutral
1517,happiness
1518,worry
1519,neutral
1520,love
1521,neutral
1522,neutral
1523,happiness
1524,happiness
1525,neutral
1526,happiness
1527,happiness
1528,worry
1529,happiness
1530,neutral
1531,happiness
1532,sadness
1533,love
1534,neutral
1535,love
1536,neutral
1537,neutral
1538,neutral
1539,neutral
1540,neutral
1541,happiness
1542,worry
1543,happiness
1544,neutral
1545,happiness
1546,neutral
1547,neutral
1548,happiness
1549,neutral
1550,happiness
1551,happiness
1552,worry
1553,happiness
1554,neutral
1555,love
1556,neutral
1557,love
1558,happiness
1559,worry
1560,neutral
1561,neutral
1562,happiness
1563,happiness
1564,love
1565,worry
1566,neutral
1567,neutral
1568,neutral
1569,happiness
1570,happiness
1571,worry
1572,neutral
1573,love
1574,happiness
1575,worry
1576,happiness
1577,neutral
1578,worry
1579,sadness
1580,happiness
1581,happiness
1582,neutral
1583,love
1584,happiness
1585,neutral
1586,neutral
1587,worry
1588,neutral
1589,neutral
1590,worry
1591,neutral
1592,neutral
1593,worry
1594,happiness
1595,happiness
1596,love
1597,worry
1598,worry
1599,worry
1600,sadness
1601,neutral
1602,neutral
1603,love
1604,happiness
1605,neutral
1606,neutral
1607,happiness
1608,happiness
1609,happiness
1610,happiness
1611,neutral
1612,neutral
1613,happiness
1614,happiness
1615,happiness
1616,neutral
1617,happiness
1618,neutral
1619,worry
1620,neutral
1621,happiness
1622,neutral
1623,happiness
1624,neutral
1625,happiness
1626,worry
1627,neutral
1628,neutral
1629,neutral
1630,neutral
1631,neutral
1632,worry
1633,happiness
1634,neutral
1635,neutral
1636,happiness
1637,happiness
1638,happiness
1639,neutral
1640,happiness
1641,worry
1642,neutral
1643,worry
1644,neutral
1645,worry
1646,happiness
1647,neutral
1648,neutral
1649,neutral
1650,neutral
1651,neutral
1652,worry
1653,happiness
1654,neutral
1655,neutral
1656,happiness
1657,neutral
1658,happiness
1659,love
1660,neutral
1661,neutral
1662,neutral
1663,neutral
1664,neutral
1665,happiness
1666,neutral
1667,happiness
1668,happiness
1669,neutral
1670,worry
1671,worry
1672,happiness
1673,happiness
1674,happiness
1675,happiness
1676,neutral
1677,worry
1678,happiness
1679,worry
1680,happiness
1681,neutral
1682,happiness
1683,neutral
1684,neutral
1685,happiness
1686,neutral
1687,neutral
1688,neutral
1689,happiness
1690,worry
1691,neutral
1692,happiness
1693,neutral
1694,happiness
1695,happiness
1696,love
1697,neutral
1698,worry
1699,happiness
1700,happiness
1701,happiness
1702,neutral
1703,happiness
1704,happiness
1705,happiness
1706,happiness
1707,happiness
1708,happiness
1709,sadness
1710,happiness
1711,worry
1712,neutral
1713,happiness
1714,happiness
1715,neutral
1716,happiness
1717,love
1718,happiness
1719,love
1720,happiness
1721,neutral
1722,happiness
1723,neutral
1724,happiness
1725,happiness
1726,love
1727,happiness
1728,happiness
1729,happiness
1730,love
1731,neutral
1732,neutral
1733,happiness
1734,neutral
1735,happiness
1736,neutral
1737,neutral
1738,worry
1739,happiness
1740,neutral
1741,worry
1742,neutral
1743,worry
1744,neutral
1745,worry
1746,neutral
1747,worry
1748,happiness
1749,love
1750,happiness
1751,happiness
1752,neutral
1753,neutral
1754,happiness
1755,happiness
1756,neutral
1757,neutral
1758,neutral
1759,worry
1760,happiness
1761,neutral
1762,worry
1763,neutral
1764,worry
1765,worry
1766,neutral
1767,neutral
1768,happiness
1769,happiness
1770,happiness
1771,happiness
1772,neutral
1773,neutral
1774,worry
1775,neutral
1776,worry
1777,happiness
1778,happiness
1779,happiness
1780,worry
1781,worry
1782,neutral
1783,neutral
1784,happiness
1785,neutral
1786,love
1787,neutral
1788,happiness
1789,love
1790,happiness
1791,happiness
1792,neutral
1793,worry
1794,worry
1795,worry
1796,neutral
1797,happiness
1798,neutral
1799,neutral
1800,worry
1801,neutral
1802,neutral
1803,happiness
1804,happiness
1805,happiness
1806,happiness
1807,happiness
1808,happiness
1809,neutral
1810,happiness
1811,neutral
1812,neutral
1813,happiness
1814,neutral
1815,neutral
1816,worry
1817,neutral
1818,neutral
1819,neutral
1820,worry
1821,neutral
1822,neutral
1823,neutral
1824,worry
1825,neutral
1826,neutral
1827,neutral
1828,neutral
1829,worry
1830,neutral
1831,happiness
1832,happiness
1833,neutral
1834,worry
1835,worry
1836,neutral
1837,happiness
1838,neutral
1839,happiness
1840,worry
1841,worry
1842,love
1843,happiness
1844,happiness
1845,happiness
1846,happiness
1847,worry
1848,worry
1849,worry
1850,happiness
1851,worry
1852,worry
1853,neutral
1854,happiness
1855,happiness
1856,happiness
1857,neutral
1858,neutral
1859,neutral
1860,happiness
1861,worry
1862,happiness
1863,neutral
1864,worry
1865,worry
1866,love
1867,happiness
1868,happiness
1869,happiness
1870,happiness
1871,neutral
1872,neutral
1873,happiness
1874,happiness
1875,neutral
1876,love
1877,happiness
1878,love
1879,love
1880,worry
1881,worry
1882,neutral
1883,love
1884,happiness
1885,happiness
1886,happiness
1887,neutral
1888,love
1889,happiness
1890,happiness
1891,happiness
1892,happiness
1893,sadness
1894,neutral
1895,neutral
1896,worry
1897,happiness
1898,worry
1899,neutral
1900,neutral
1901,happiness
1902,sadness
1903,neutral
1904,happiness
1905,worry
1906,worry
1907,happiness
1908,neutral
1909,happiness
1910,happiness
1911,hate
1912,happiness
1913,neutral
1914,happiness
1915,neutral
1916,happiness
1917,neutral
1918,happiness
1919,neutral
1920,happiness
1921,happiness
1922,worry
1923,neutral
1924,happiness
1925,happiness
1926,happiness
1927,neutral
1928,neutral
1929,happiness
1930,neutral
1931,neutral
1932,happiness
1933,happiness
1934,happiness
1935,happiness
1936,worry
1937,happiness
1938,happiness
1939,happiness
1940,happiness
1941,happiness
1942,neutral
1943,neutral
1944,worry
1945,worry
1946,worry
1947,love
1948,love
1949,worry
1950,worry
1951,worry
1952,neutral
1953,neutral
1954,happiness
1955,neutral
1956,happiness
1957,neutral
1958,neutral
1959,happiness
1960,neutral
1961,happiness
1962,neutral
1963,happiness
1964,happiness
1965,worry
1966,happiness
1967,worry
1968,neutral
1969,happiness
1970,neutral
1971,worry
1972,love
1973,happiness
1974,worry
1975,neutral
1976,happiness
1977,happiness
1978,happiness
1979,happiness
1980,happiness
1981,happiness
1982,neutral
1983,neutral
1984,love
1985,neutral
1986,neutral
1987,happiness
1988,neutral
1989,worry
1990,happiness
1991,neutral
1992,happiness
1993,happiness
1994,happiness
1995,happiness
1996,worry
1997,worry
1998,worry
1999,neutral
2000,neutral
2001,neutral
2002,neutral
2003,neutral
2004,neutral
2005,happiness
2006,happiness
2007,worry
2008,neutral
2009,happiness
2010,worry
2011,neutral
2012,love
2013,neutral
2014,neutral
2015,happiness
2016,neutral
2017,happiness
2018,happiness
2019,happiness
2020,neutral
2021,happiness
2022,happiness
2023,love
2024,neutral
2025,worry
2026,happiness
2027,neutral
2028,neutral
2029,neutral
2030,neutral
2031,love
2032,neutral
2033,neutral
2034,happiness
2035,love
2036,happiness
2037,neutral
2038,worry
2039,worry
2040,love
2041,happiness
2042,neutral
2043,neutral
2044,neutral
2045,happiness
2046,neutral
2047,worry
2048,happiness
2049,happiness
2050,neutral
2051,neutral
2052,happiness
2053,neutral
2054,happiness
2055,happiness
2056,love
2057,worry
2058,happiness
2059,worry
2060,worry
2061,happiness
2062,neutral
2063,neutral
2064,happiness
2065,happiness
2066,neutral
2067,neutral
2068,happiness
2069,happiness
2070,worry
2071,neutral
2072,happiness
2073,neutral
2074,love
2075,happiness
2076,happiness
2077,worry
2078,neutral
2079,neutral
2080,worry
2081,worry
2082,worry
2083,love
2084,happiness
2085,worry
2086,happiness
2087,worry
2088,happiness
2089,love
2090,love
2091,love
2092,happiness
2093,happiness
2094,worry
2095,happiness
2096,worry
2097,worry
2098,neutral
2099,neutral
2100,happiness
2101,neutral
2102,worry
2103,worry
2104,love
2105,happiness
2106,worry
2107,happiness
2108,happiness
2109,neutral
2110,worry
2111,neutral
2112,happiness
2113,neutral
2114,worry
2115,happiness
2116,happiness
2117,worry
2118,neutral
2119,neutral
2120,happiness
2121,neutral
2122,happiness
2123,neutral
2124,happiness
2125,happiness
2126,happiness
2127,love
2128,happiness
2129,happiness
2130,happiness
2131,love
2132,love
2133,happiness
2134,love
2135,love
2136,happiness
2137,neutral
2138,neutral
2139,love
2140,happiness
2141,neutral
2142,happiness
2143,happiness
2144,love
2145,happiness
2146,happiness
2147,happiness
2148,neutral
2149,happiness
2150,worry
2151,neutral
2152,neutral
2153,happiness
2154,neutral
2155,neutral
2156,neutral
2157,neutral
2158,happiness
2159,happiness
2160,happiness
2161,worry
2162,neutral
2163,happiness
2164,worry
2165,happiness
2166,happiness
2167,worry
2168,happiness
2169,love
2170,happiness
2171,happiness
2172,happiness
2173,happiness
2174,neutral
2175,neutral
2176,happiness
2177,happiness
2178,love
2179,neutral
2180,love
2181,worry
2182,happiness
2183,neutral
2184,worry
2185,neutral
2186,neutral
2187,neutral
2188,love
2189,neutral
2190,worry
2191,happiness
2192,worry
2193,neutral
2194,neutral
2195,happiness
2196,neutral
2197,love
2198,worry
2199,worry
2200,happiness
2201,happiness
2202,neutral
2203,neutral
2204,love
2205,worry
2206,worry
2207,neutral
2208,happiness
2209,happiness
2210,neutral
2211,happiness
2212,happiness
2213,neutral
2214,neutral
2215,happiness
2216,worry
2217,happiness
2218,happiness
2219,neutral
2220,happiness
2221,happiness
2222,happiness
2223,love
2224,neutral
2225,neutral
2226,sadness
2227,neutral
2228,worry
2229,neutral
2230,neutral
2231,happiness
2232,happiness
2233,happiness
2234,happiness
2235,happiness
2236,love
2237,neutral
2238,neutral
2239,happiness
2240,neutral
2241,worry
2242,happiness
2243,neutral
2244,happiness
2245,happiness
2246,love
2247,happiness
2248,happiness
2249,happiness
2250,neutral
2251,neutral
2252,happiness
2253,neutral
2254,happiness
2255,happiness
2256,neutral
